11	2589	592
12	219	953
12	218	1011
11	510	591
16	1985	19
16	2081	19
16	2177	19
16	2273	19
16	2369	19
16	2465	19
16	2561	19
16	2657	19
16	2753	19
16	2849	19
16	2945	19
16	3041	19
16	3137	19
16	1793	19
16	1697	19
16	1601	19
16	1505	19
16	1409	19
16	1313	19
16	1217	19
16	1121	19
16	1025	19
16	929	19
16	833	19
16	737	19
16	641	19
16	545	19
16	449	19
16	353	19
16	257	19
16	161	19
16	65	19
16	-31	19
14	1889	19
2	1853	47
2	1992	46
13	1906	129
13	1906	219
13	1906	307
6	1797	126
6	1983	126
56	2087	391
56	2100	391
56	2114	391
56	2128	391
56	2142	391
56	2156	391
56	2170	391
56	2184	391
56	2198	391
56	2212	391
56	2226	391
56	2240	391
56	2254	391
56	2268	391
56	2282	391
56	2296	391
56	2310	391
56	2324	391
56	2338	391
56	2352	391
56	2366	391
56	2380	391
56	2394	391
56	2408	391
56	2422	391
56	2436	391
56	2450	391
56	2464	391
56	2478	391
56	2492	391
56	2506	391
56	2520	391
56	2534	391
56	2548	391
56	2562	391
56	2576	391
56	2688	391
56	2702	391
56	2716	391
56	2730	391
56	2744	391
56	2758	391
56	2772	391
56	2786	391
56	2800	391
56	2814	391
56	2828	391
56	2842	391
56	2856	391
56	2870	391
56	2884	391
56	2898	391
56	2912	391
56	2926	391
56	2940	391
56	2954	391
56	2968	391
56	2982	391
56	2996	391
56	3010	391
56	3024	391
56	3038	391
56	3052	391
56	3066	391
56	3080	391
56	3094	391
56	3108	391
56	3122	391
56	3136	391
56	3150	391
56	3164	391
56	3178	391
56	3192	391
56	1776	390
56	1762	390
56	1748	390
56	1734	390
56	1720	390
56	1706	390
56	1692	390
56	1678	390
56	1664	390
56	1650	390
56	1636	390
56	1622	390
56	1608	390
56	1594	390
56	1580	390
56	1566	390
56	1552	390
56	1538	390
56	1524	390
56	1510	390
56	1496	390
56	1482	390
56	1468	390
56	1454	390
56	1440	390
56	1426	390
56	1412	390
56	1398	390
56	1384	390
56	1370	390
56	1356	390
56	1342	390
56	1328	390
56	1314	390
56	1300	390
56	1286	390
56	1272	390
56	1258	390
56	1244	390
56	1230	390
56	1216	390
56	1202	390
56	1188	390
56	1174	390
56	1160	390
56	1146	390
56	1132	390
56	1118	390
56	1104	390
56	1090	390
56	1076	390
56	1062	390
56	1048	390
56	1034	390
56	1020	390
56	1006	390
56	992	390
56	978	390
56	964	390
56	950	390
56	936	390
56	922	390
56	908	390
56	894	390
56	880	390
56	866	390
56	852	390
56	838	390
56	824	390
56	810	390
56	796	390
56	782	390
56	768	390
56	754	390
56	740	390
56	726	390
56	712	390
56	698	390
56	684	390
56	670	390
56	656	390
56	642	390
56	628	390
56	614	390
56	500	389
56	486	389
56	472	389
56	458	389
56	444	389
56	430	389
56	416	389
56	402	389
56	388	389
56	374	389
56	360	389
56	346	389
56	332	389
56	318	389
56	304	389
56	290	389
56	276	389
56	262	389
56	248	389
56	234	389
56	220	389
56	206	389
56	192	389
56	178	389
56	164	389
56	150	389
56	136	389
56	122	389
56	108	389
56	94	389
56	80	389
56	66	389
56	52	389
56	38	389
56	24	389
56	10	389
56	-4	389
20	605	416
20	605	448
20	605	480
20	605	512
20	605	544
20	508	415
20	508	447
20	508	479
20	508	511
20	606	703
20	606	735
20	606	767
20	606	799
20	606	831
20	606	863
20	606	895
20	606	927
20	606	959
20	606	991
20	606	1023
20	606	1055
20	606	1087
20	606	1119
20	606	1151
20	606	1183
20	606	1215
20	606	1247
20	606	1279
20	606	1311
20	606	1343
20	606	1375
20	508	1375
20	508	1343
20	508	1311
20	508	1279
20	508	1247
20	508	1215
20	508	1183
20	508	1151
20	508	1119
20	508	1087
20	508	927
20	508	895
20	508	863
20	508	831
20	508	799
20	508	767
20	508	735
20	508	703
56	495	932
56	481	932
56	467	932
56	453	932
56	439	932
56	425	932
56	411	932
56	397	932
56	383	932
56	369	932
56	355	932
56	341	932
56	327	932
56	313	932
56	299	932
56	201	932
56	187	932
56	173	932
56	159	932
56	145	932
56	131	932
56	117	932
56	103	932
56	89	932
56	75	932
56	61	932
56	47	932
56	33	932
56	19	932
56	5	932
56	-9	932
20	508	544
56	497	1063
56	483	1063
56	469	1063
56	455	1063
56	441	1063
56	427	1063
56	413	1063
56	399	1063
56	386	1063
56	372	1063
56	358	1063
56	344	1063
56	330	1063
56	316	1063
56	302	1063
56	204	1063
56	190	1063
56	176	1063
56	162	1063
56	148	1063
56	134	1063
56	120	1063
56	106	1063
56	92	1063
56	78	1063
56	64	1063
56	50	1063
56	36	1063
56	22	1063
56	8	1063
56	-6	1063
56	494	1381
56	480	1381
56	466	1381
56	452	1381
56	438	1381
56	424	1381
56	410	1381
56	396	1381
56	382	1381
56	368	1381
56	354	1381
56	340	1381
56	326	1381
56	312	1381
56	298	1381
56	284	1381
56	270	1381
56	256	1381
56	242	1381
56	228	1381
56	214	1381
56	200	1381
56	186	1381
56	172	1381
56	158	1381
56	144	1381
56	130	1381
56	116	1381
56	102	1381
56	88	1381
56	74	1381
56	60	1381
56	46	1381
56	32	1381
56	18	1381
56	4	1381
56	-10	1381
20	606	685
20	508	682
20	508	560
20	605	558
20	2686	418
20	2686	450
20	2686	482
20	2686	514
20	2686	546
20	2686	706
20	2686	770
20	2686	738
20	2686	802
20	2686	834
20	2686	866
20	2686	898
20	2686	930
20	2686	1026
20	2686	1058
20	2686	1090
20	2686	1122
20	2686	1154
20	2686	1186
20	2686	1218
20	2686	1250
20	2686	1282
20	2686	1314
20	2686	1346
20	2686	1378
20	2686	962
20	2686	994
20	2685	559
20	2686	684
20	2587	415
20	2587	479
20	2587	447
20	2587	511
20	2587	543
20	2587	703
20	2587	735
20	2587	767
20	2587	799
20	2587	831
20	2587	863
20	2587	895
20	2587	927
20	2587	959
20	2587	991
20	2587	1023
20	2587	1055
20	2587	1087
20	2587	1119
20	2587	1151
20	2587	1183
20	2587	1215
20	2587	1247
20	2587	1279
20	2587	1311
20	2587	1343
20	2587	1375
20	-5	418
20	-5	450
20	-5	482
20	-5	514
20	-5	546
20	-5	578
20	-5	610
20	-5	642
20	-5	674
20	-5	706
20	-5	738
20	-5	770
20	-5	802
20	-5	834
20	-5	866
20	-5	898
20	-4	1088
20	-4	1120
20	-4	1152
20	-4	1184
20	-4	1216
20	-4	1248
20	-4	1312
20	-4	1344
20	-4	1344
20	-4	1280
20	3197	1376
20	3197	1344
20	3196	1312
20	3196	1280
20	3196	1248
20	3196	1216
20	3196	1184
20	3196	1152
20	3196	1120
20	3196	1088
20	3196	1056
20	3196	1024
20	3196	992
20	3196	960
20	3196	928
20	3196	896
20	3196	864
20	3196	832
20	3196	800
20	3196	768
20	3196	736
20	3196	704
20	3196	672
20	3196	640
20	3196	608
20	3196	576
20	3196	544
20	3196	512
20	3196	480
20	3196	448
20	3196	416
20	2587	559
20	2587	684
56	616	1380
56	630	1379
56	644	1379
56	658	1379
56	672	1379
56	686	1379
56	700	1379
56	714	1379
56	728	1379
56	742	1379
56	756	1379
56	770	1379
56	784	1379
56	798	1379
56	812	1379
56	826	1379
56	840	1379
56	854	1379
56	868	1379
56	882	1379
56	896	1379
56	910	1379
56	924	1379
56	938	1379
56	952	1379
56	966	1379
56	980	1379
56	994	1379
56	1008	1379
56	1022	1379
56	1036	1379
56	1050	1379
56	1064	1379
56	1078	1379
56	1092	1379
56	1106	1379
56	1120	1379
56	1134	1379
56	1148	1379
56	1162	1379
56	1176	1379
56	1190	1379
56	1204	1379
56	1218	1379
